ChronicIllness	MasterProductID	MasterProductFullName
Heart Failure	2527	DILATREND TAB 6.25MG 60 
Heart Failure	2540	DILATREND TAB 25MG 60 
Epilepsy	2547	DILANTIN SOD CAP 30MG 200 
Epilepsy	2548	DILANTIN TAB 50MG 200 
Diabetes	2596	DIMIREL TAB 1MG 30 
Diabetes	2598	DIMIREL TAB 3MG 30 
Hypertension	2605	DIOVAN TAB 160MG 28 
Hypertension	2609	DIOVAN TAB 40MG 28 
Hypertension	2611	CO-DIOVAN TAB 160MG/12.5MG 28 
Hypertension	2612	CO-DIOVAN TAB 160MG/25MG 28 
Depression	3029	ENDEP TAB 10MG 50 
Epilepsy	3057	EPILIM EC-TABS 500MG 100 
Epilepsy	3063	EPIRAMAX TAB 100MG 60 
Epilepsy	3095	EPILIM O-LIQ 200MG/5ML 300ML 1 
Depression	3127	ESCITALOPRAM (TW) TAB 10MG 28 
Depression	3138	ESPAR TAB 20MG 30 
Epilepsy	3634	GABAPENTIN (CR) CAP 400MG 100 
Epilepsy	3635	GABAPENTIN (CR) CAP 300MG 100 
Epilepsy	3643	GABAPENTIN (PHARMACOR) TAB 800MG 100 
Epilepsy	3648	GABAPENTIN (GA) CAP 300MG 100 
Epilepsy	3650	GABAPENTIN (SANDOZ) CAP 400MG 100 
Epilepsy	3651	GABATINE TAB 600MG 100 
Epilepsy	3662	GABITRIL TAB 15MG 50 50
Lipids	3721	GEMFIBROZIL (WL) TAB 600MG 60 
Lipids	3723	GEMFIBROZIL (DBL) TAB 600MG 60 
Lipids	3724	GEMFIBROZIL (CHEM-MART) TAB 600MG 60 
Lipids	3725	GEMFIBROZIL (HEALTHSENSE) TAB 600MG 60 
Lipids	3746	GEMFIBROZIL (GENRX) TAB 600MG 60 
Depression	3748	MOCLOBEMIDE (GENRX) TAB 150MG 60 
Heart Failure	3761	ATENOLOL GENRX TAB 50MG 30 
Diabetes	3786	GLUCOHEXAL TAB 1000MG 90 BLISTER
Diabetes	3794	GLICLAZIDE (GENRX) TAB 80MG 100 
Diabetes	3800	GLIMEPIRIDE (APO) TAB 3MG 30 
Diabetes	3804	GLIMEPIRIDE (SANDOZ) TAB 3MG 30 
Diabetes	3837	GLUCOHEXAL TAB 500MG 100 BLISTER
Diabetes	4068	HUMALOG MIX50 INJ 50+50UNITS/ML, 3ML 5 1 
Diabetes	4071	HUMALOG MIX25 KWIKPEN INJ 25+75UNITS/ML, 3ML 5 1 
Diabetes	4077	HUMALOG INJ 100 UNITS/ML, 10ML 1 
Urology	4145	HYTRIN TAB 7X1MG+7X2MG 1 
Urology	4148	HYTRIN TAB 10MG 30 30
Diabetes	4158	ACTRAPID PENFILL INJ 100 UNITS/ML, 3ML 5 1 
Diabetes	4163	MIXTARD 50/50 PENFILL INJ 100 UNITS/ML, 3ML 5 1 
Diabetes	4234	PROTAPHANE INJ 100 UNITS/ML, 10ML 1 
Diabetes	4244	VELOSULIN HM INJ 10ML 1 
Diabetes	4299	INSULIN 2 NEUTRAL INJ 10ML 1 
Diabetes	4477	JANUVIA TAB 25MG 28 
Hypertension	4537	KARVEA TAB 75MG 28 28
Hypertension	4539	KARVEA TAB 300MG 28 28
Hypertension	4544	KARVEA TAB 300MG 30 30
Epilepsy	4578	KEPCET TAB 250MG 60 
Epilepsy	4581	KEPPRA TAB 250MG 60 
Epilepsy	4583	KEPPRA TAB 1G 60 
Epilepsy	4599	KEVTAM TAB 1G 60 
Epilepsy	4600	KEVTAM TAB 250MG 60 
Epilepsy	4601	KEVTAM TAB 500MG 60 
Heart Failure	4626	KREDEX TAB 3.125MG 28 
Epilepsy	4666	LAMICTAL TAB 200MG 56 
Epilepsy	4673	LAMIDUS TAB 25MG 56 
Epilepsy	4676	LAMIDUS TAB 200MG 56 
Epilepsy	4681	LAMOGINE TAB 100MG 56 
Epilepsy	4688	LAMOTRIGINE (DP) TAB 100MG 56 
Epilepsy	4691	LAMOTRIGINE (GH) TAB 25MG 56 
Epilepsy	4695	LAMOTRIGINE (GA) TAB 25MG 56 
Epilepsy	4700	LAMOTRIGINE (SANDOZ) TAB 50MG 56 
Epilepsy	4705	LAMOTRUST TAB 100MG 56 
Epilepsy	4707	LAMOTRIGINE (APO) TAB 200MG 56 
Epilepsy	4708	LAMOGINE TAB 5MG 56 
Epilepsy	4710	LAMOGINE TAB 50MG 56 
Depression	4766	LERIVON TAB 20MG 50 
Lipids	4772	LESCOL CAP 20MG 28 
Lipids	4773	LESCOL CAP 40MG 28 
Lipids	4774	LESCOL XL SR-TAB 80MG 28 
Epilepsy	4793	LEVETIRACETAM (CHEM-MART) TAB 500MG 60 
Epilepsy	4798	LEVETIRACETAM (TW) TAB 1G 60 
Epilepsy	4803	LEVETIRACETAM (CHEM-MART) TAB 250MG 60 
Epilepsy	4805	LEVITAM TAB 250MG 60 
Lipids	4853	BIOEQUIV TO LIPIDIL 67MG  PBS CODE 8721B 60 
Lipids	4854	LIPEX TAB 10MG 30 
Lipids	4856	LIPEX TAB 5MG 30 
Lipids	4858	LIPEX TAB 40MG 30 
Lipids	4861	LIPITOR TAB 20MG 30 
Lipids	4865	BIOEQUIV TO LIPIDIL 145MG  PBS CODE 9023X 30 
Lipids	4876	LIPOSTAT TAB 20MG 30 
Lipids	4883	LIPRACHOL TAB 40MG 30 
Depression	5015	LOXALATE TAB 10MG 28 
Depression	5032	LUMIN TAB 10MG 50 
Epilepsy	5054	LYRICA CAP 150MG 56 
Anti-Coagulant	5108	MAREVAN TAB 1MG 50 
Diabetes	5282	METFORMIN GENRX TAB 850MG 60 
Diabetes	5283	METFORMIN (ASCENT PHARMA) TAB 500MG 100 
Diabetes	5284	METFORMIN (ASCENT PHARMA) TAB 850MG 60 
Diabetes	5288	METFORMIN (CR) TAB 500MG 100 
Diabetes	5293	METFORMIN (RANBAXY) TAB 850MG 60 
Diabetes	5302	METFORMIN (TW) TAB 850MG 60 
Heart Failure	5316	METOLOL TAB 100MG 60 
Heart Failure	5327	METOHEXAL TAB 50MG 100 BLISTER
Heart Failure	5332	METOPROLOL (SBPA) TAB 50MG 100 
Heart Failure	5339	METROL TAB 100MG 60 
Depression	5442	MIRTAZAPINE (TW) TAB 30MG 30 
Depression	5447	MIRTAZAPINE (DP) TAB 30MG 30 
Diabetes	5471	MIXTARD 50/50 NOVOLET INJ 100 UNITS/ML, 3ML 5 1 
Depression	5516	MOCLOBEMIDE (HEALTHSENSE) TAB 150MG 60 
Depression	5518	MOCLOBEMIDE (CHEM-MART) TAB 300MG 60 
Depression	5577	MOVOX TAB 50MG 30 
Depression	5765	NARDIL TAB 15MG 50 
Heart Failure	5807	NEBILET TAB 1.25MG 1 
Heart Failure	5809	NEBILET TAB 5MG 28 
Epilepsy	5865	NEURONTIN CAP 300MG 100 
Epilepsy	5878	NEURONTIN CAP 100MG 100 
Diabetes	5927	NIDEM TAB 80MG 100 
Heart Failure	6031	NOTEN TAB 50MG 30 BLISTER
Diabetes	6043	NOVOMET TAB 500MG 100 
Diabetes	6048	NOVONORM TAB 1MG 90 
Diabetes	6049	NOVONORM TAB 2MG 90 
Diabetes	6053	NOVOMIX 30 FLEXPEN INJ 100 UNITS/ML, 3ML 5 1 
Epilepsy	6093	NUPENTIN CAP 300MG 100 
Hypertension	6160	OLMETEC TAB 40MG 30 
Depression	6536	PAROXETINE (CHEM-MART) TAB 20MG 30 
Depression	6538	PAROXETINE (TW) TAB 20MG 30 
Depression	6539	PAROXETINE (DP) TAB 20MG 30 
Epilepsy	6552	PAXAM TAB 500MCG 100 
Epilepsy	6553	PAXAM TAB 2MG 100 
Heart Failure	6958	PRESOLOL TAB 200MG 100 
Anti-Coagulant	6971	PRADAXA CAP 110MG 10 BLISTER
Lipids	6983	PRAVASTATIN (GENRX) TAB 40MG 30 
Lipids	6989	PRAVASTATIN (DP) TAB 40MG 30 
Lipids	6994	PRAVASTATIN (WINTHROP) TAB 10MG 30 
Lipids	6997	PRAVASTATIN (GA) TAB 10MG 30 
Lipids	7000	PRAVASTATIN (GEN HLTH) TAB 20MG 30 
Lipids	7004	PRAVASTATIN (GA) TAB 80MG 30 
Lipids	7011	PRAVASTATIN (GENRX) TAB 10MG 30 
Lipids	7013	PRAVASTATIN (CHEM-MART) TAB 20MG 30 
Depression	7084	PRISTIQ ER-TAB 100MG 28 
Osteoporosis	7139	PROTOS SACH 2G 28 
Lipids	7341	RANSIM TAB 10MG 30 
Lipids	7343	RANSIM TAB 40MG 30 
Immunology	7413	REMICADE (S100) VL 100MG 1 
Epilepsy	7567	RIVOTRIL TAB 2MG 100 
Epilepsy	7793	SEAZE TAB 100MG 56 
Depression	7877	SERTRALINE (ACTAVIS) TAB 50MG (AS HCL) 30 30
Depression	7891	SETRONA TAB 100MG (AS HCL) 30 
Lipids	7938	SIMVAHEXAL TAB 20MG 30 BOTTLE
Lipids	7939	SIMVASTATIN-DP TAB 20MG 30 
Lipids	7941	SIMVASTATIN (CHEM-MART) TAB 40MG 30 
Lipids	7949	SIMVABELL TAB 80MG 30 
Lipids	7960	SIMVASTATIN (RL) TAB 10MG 30 
Lipids	7964	SIMVASTATIN (RL) TAB 80MG 30 
Lipids	7967	SIMVASTATIN (GN) TAB 40MG 30 
Lipids	7972	SIMVASTATIN (WINTHROP) TAB 20MG 30 
Lipids	7984	SIMVASTATIN-SPIRIT TAB 10MG 30 
Lipids	7990	SIMVASTATIN-GA TAB 40MG 30 
Heart Failure	8136	SOLAVERT TAB 80MG 60 
Heart Failure	8180	SOTACOR TAB 160MG 60 
Heart Failure	8189	SOTALOL (SANDOZ) TAB 160MG 60 
Epilepsy	8413	TAMATE TAB 100MG 60 
Heart Failure	8456	TENORMIN AMP 5MG 10 
Hypertension	8544	TEVETEN PLUS TAB 600MG/12.5MG 28 
Depression	8609	TOLVON TAB 20MG 50 
Epilepsy	8627	TOPAMAX TAB 200MG 60 BOTTLE
Heart Failure	8658	TOPROL XL CR-TAB 190MG 30 
Epilepsy	8903	VALPRO EC-TABS 200MG 100 
Lipids	8973	VASTORAN TAB 20MG 30 
Heart Failure	9086	VISKEN TAB 5MG 100 
Anti-Coagulant	9178	XARELTO TAB 10MG (15 PACK) 1 1
Epilepsy	9305	ZARONTIN SYRP 250MG/5ML 200ML 1 
Lipids	9349	ZIMSTAT TAB 80MG 30 BLISTER
Lipids	9356	ZIMSTAT TAB 20MG 30 BLISTER
Lipids	9388	ZOCOR TAB 5MG 30 
Depression	9416	ZOLOFT TAB 100MG (AS HCL) 30 30
Immunology	9505	ACTEMRA VL 80MG/4ML 1 
Diabetes	9548	METFORMIN (SANDOZ) TAB 500MG 100 BLISTER
Diabetes	9550	METFORMIN (SANDOZ) TAB 850MG 60 BOTTLE
Diabetes	9553	METFORMIN (SANDOZ) TAB 1000MG 90 BLISTER
Epilepsy	9601	LEVECETAM TAB 250MG 60 
Hypertension	9640	EXFORGE HCT TAB 5MG/160MG/25MG 28 
Immunology	9647	HUMIRA PFP 40MG/0.8ML 2 2
Immunology	9648	HUMIRA PFS 20MG/0.4ML 2 2
Diabetes	9702	METFORMIN (RANBAXY) TAB 1000MG 90 
Heart Failure	9733	CARVEDILOL (APO) TAB 3.125MG 30 
Hypertension	9739	EXFORGE TAB 10MG/320MG 28 
Depression	9789	FLUVOXAMINE (GA) TAB 100MG 30 
Heart Failure	9826	BICARD TAB 2.5MG 28 
Heart Failure	9827	BICARD TAB 5MG 28 
Diabetes	9837	GALVUMET TAB 50MG/850MG 60 
Diabetes	9886	PIOGLITAZONE (APO) TAB 30MG (AS HCL) 28 
Diabetes	9887	PIOGLITAZONE (APO) TAB 45MG (AS HCL) 28 
Diabetes	9898	PIOGLITAZONE (TW) TAB 30MG (AS HCL) 28 
Diabetes	9902	PIZACCORD TAB 45MG 28 
Osteoporosis	9903	RISEDRONATE (APO) TAB 35MG 4 
Osteoporosis	9937	ACRIS TAB 35MG 4 
Depression	9945	ESCICOR TAB 10MG 28 
Depression	9948	ESCITALOPRAM (PHARMACOR) TAB 20MG 28 
Osteoporosis	9981	ACTONEL EC COMBI-D O-PACK 35MG/2.5G/22MCG 1 
Lipids	10006	SIMVASTATIN (PFIZER) TAB 10MG 30 
Lipids	10008	SIMVASTATIN (PFIZER) TAB 40MG 30 
Depression	10021	ESCITALOPRAM (GEN HLTH) TAB 10MG 28 
Lipids	10092	CHOLVASTIN TAB 40MG 30 
Diabetes	10102	GLIMEPIRIDE (GA) TAB 3MG 30 
Epilepsy	10124	LEVITACCORD TAB 250MG 60 
Epilepsy	10126	LEVITACCORD TAB 1G 60 
Immunology	10286	MABTHERA IV-SOLN 500MG/50ML 1 
Depression	10362	SERTRALINE (SANDOZ) TAB 100MG (AS HCL) 30 30
Depression	10394	VENLAFAXINE XR (GEN HLTH) SR-CAP 75MG 28 
Anti-Coagulant	10419	ELIQUIS TAB 2.5MG 20 20
Diabetes	10436	GLIMEPIRIDE (PHARMACOR) TAB 4MG 30 
Lipids	10454	PRAVASTAT (PHARMACOR) TAB 20MG 30 
Heart Failure	10480	ATENOLOL (PS) TAB 50MG 30 
Lipids	10576	ATORVASTATIN (PFIZER) TAB 20MG 30 
Lipids	10577	ATORVASTATIN (PFIZER) TAB 40MG 30 
Lipids	10578	ATORVASTATIN (PFIZER) TAB 80MG 30 
Heart Failure	10585	BISOPROLOL (TW) TAB 2.5MG 28 
Heart Failure	10587	BISOPROLOL (TW) TAB 10MG 28 
Depression	10606	ENLAFAX XR SR-CAP 75MG 28 
Hypertension	10613	EPROSARTAN (TPX BASE) TAB 600MG 28 
Immunology	10721	ORENCIA PFS 125MG/1ML 4 
Depression	10783	SERTRALINE (PFIZER) TAB 100MG (AS HCL) 30 
Depression	10792	VENLA (RBX) SR-CAP 37.5MG 28 
Depression	10793	VENLA (RBX) SR-CAP 150MG 28 
Depression	10794	VENLAFAXINE XR (APO) SR-CAP 150MG 28 
Depression	10820	AUROZAPINE TAB 30MG 30 
Depression	10821	AUROZAPINE TAB 45MG 30 
Heart Failure	10822	BEPROL TAB 2.5MG 28 
Heart Failure	10824	BEPROL TAB 10MG 28 
Diabetes	10829	GLUCOBETE TAB 850MG 60 
Lipids	10868	SIMVASTATIN (SYNTHON) TAB 10MG 30 
Lipids	10884	ATORVACHOL TAB 10MG 30 
Lipids	10890	ATORVASTATIN (APO) TAB 40MG 30 
Lipids	10897	ATORVASTATIN (GEN HLTH) TAB 20MG 30 
Lipids	10900	ATORVASTATIN (SANDOZ) TAB 10MG 30 
Lipids	10903	ATORVASTATIN (SANDOZ) TAB 80MG 30 
Heart Failure	10909	BISO TAB 2.5MG 28 
Lipids	10913	CADATIN TAB 10MG/20MG 30 
Lipids	10915	CADATIN TAB 10MG/80MG 30 
Lipids	10916	CADATIN TAB 5MG/10MG 30 
Lipids	10919	CADATIN TAB 5MG/80MG 30 
Lipids	10930	LORSTAT 20 TAB 20MG 30 
Lipids	10932	LORSTAT 80 TAB 80MG 30 
Depression	10941	ROXET 20 TAB 20MG 30 
Lipids	10951	TORVASTAT TAB 40MG 30 
Heart Failure	10958	VOLIROP TAB 12.5MG 60 
Epilepsy	10985	KERRON TAB 250MG 60 
Epilepsy	10986	KERRON TAB 500MG 60 
Depression	10995	MOCLOBEMIDE (PS) TAB 300MG 60 
Lipids	11021	ATORVASTATIN (SCP) TAB 40MG 30 
Lipids	11023	ATORVASTATIN (STADA) TAB 10MG 30 
Lipids	11025	ATORVASTATIN (STADA) TAB 40MG 30 
Diabetes	11040	FORMET ASPEN TAB 500MG 100 BLISTER
Diabetes	11041	FORMET ASPEN TAB 850MG 60 
Lipids	11082	PRAVASTATIN (PS) TAB 20MG 30 
Lipids	11083	PRAVASTATIN (PS) TAB 40MG 30 
Depression	11189	MIRTAZAPINE DISPERS (PFIZER) OR-DISTAB 30MG 30 
Depression	11193	MIRTAZAPINE (PFIZER) TAB 45MG 30 
Diabetes	11198	PIOGLITAZONE (PFIZER) TAB 30MG (AS HCL) 28 
Heart Failure	11227	ATENOLOL (AFT) O-LIQ 50MG/10ML, 300ML 1 
Lipids	11246	GEMFIBROZIL (GA) TAB 600MG 60 
Depression	11257	MIRTAZAPINE (APO) TAB 15MG 30 
Heart Failure	11288	TENOLTEN TAB 50MG 30 
Anti-Coagulant	11297	XARELTO TAB 15MG 42 42
Anti-Coagulant	11369	CLEXANE FORTE PFS 150MG/1ML 10 10
Hypertension	11376	IRBESARTAN HCT (WTRP) TAB 300MG/25MG 30 
Hypertension	11383	IRBESARTAN HCTZ (APO) TAB 300MG/25MG 30 
Hypertension	11385	IRBESARTAN (CHEM-MART) TAB 300MG 30 
Hypertension	11387	IRBESARTAN (TW) TAB 75MG 30 
Hypertension	11388	IRBESARTAN (TW) TAB 150MG 30 
Hypertension	11389	IRBESARTAN (TW) TAB 300MG 30 
Epilepsy	11390	LAMOTRIGINE (ASPEN) TAB 200MG 56 
Hypertension	11396	ABISART TAB 75MG 30 
Hypertension	11397	ABISART TAB 150MG 30 
Hypertension	11399	ABISART HCT TAB 150MG/12.5MG 30 
Hypertension	11400	ABISART HCT TAB 300MG/12.5MG 30 
Depression	11435	DULOXETINE (CHEM-MART) CAP 30MG 28 
Depression	11439	DULOXETINE (TW) CAP 60MG 28 
Hypertension	11453	IRBESARTAN HCTZ (TW) TAB 300MG/25MG 30 
Hypertension	11456	IRBESARTAN (RBX) TAB 75MG 30 
Hypertension	11457	IRBESARTAN (DRLA) TAB 75MG 30 
Hypertension	11460	IRBESAT (GH) TAB 150MG 30 
Hypertension	11461	IRBESARTAN (RBX) TAB 150MG 30 
Hypertension	11463	IRBESARTAN (SANDOZ) TAB 150MG 30 
Hypertension	11464	IRBESARTAN (GA) TAB 300MG 30 
Hypertension	11465	IRBESAT (GH) TAB 300MG 30 
Hypertension	11467	IRBESARTAN (DRLA) TAB 300MG 30 
Hypertension	11473	IRBESARTAN HCT (SANDOZ) TAB 150MG/12.5MG 30 
Hypertension	11475	IRBESARTAN HCTZ (TW) TAB 150MG/12.5MG 30 
Hypertension	11482	IRBESARTAN HCTZ (TW) TAB 300MG/12.5MG 30 
Diabetes	11485	JUVICOR TAB 10MG/100MG 28 
Diabetes	11486	JUVICOR TAB 20MG/100MG 28 
Urology	11522	FINASTERIDE (RBX) TAB 5MG 30 
Hypertension	11531	IRBESARTAN (STADA) TAB 75MG 30 
Hypertension	11533	IRBESARTAN (STADA) TAB 300MG 30 
Diabetes	11540	METFORMIN XR 500 (TW) ER-TAB 500MG 120 120
Lipids	11557	CAVSTAT TAB 5MG 30 
Lipids	11558	CAVSTAT TAB 10MG 30 
Epilepsy	11564	GABAPENTIN (ASPEN) TAB 600MG 100 
Lipids	11569	ROSUVASTATIN (TW) TAB 5MG 30 
Lipids	11574	ROSUVASTATIN (RBX) TAB 10MG 30 
Lipids	11579	ROSUVASTATIN (APO) TAB 20MG 30 BLIST
Lipids	11587	ROSUVASTATIN (CHEM-MART) TAB 40MG 30 
Hypertension	11629	ADESAN TAB 8MG 30 
Hypertension	11632	ADESAN TAB 32MG 30 
Lipids	11636	ATORVASTATIN (SZ) TAB 80MG 30 
Hypertension	11646	CANDESARTAN (APO) TAB 4MG 30 
Hypertension	11656	CANDESARTAN (SANDOZ) TAB 16MG 30 
Hypertension	11657	CANDESARTAN (STADA) TAB 16MG 30 
Hypertension	11663	CANDESARTAN HCTZ (APO) TAB 16MG/12.5MG 30 
Hypertension	11665	CANDESARTAN (ASPEN) TAB 32MG 30 
Hypertension	11669	CANDESARTAN HCTZ (GA) TAB 32MG/12.5MG 30 
Hypertension	11670	CANDESARTAN HCT (GH) TAB 32MG/12.5MG 30 
Hypertension	11676	CANDESARTAN HCT (STADA) TAB 32MG/25MG 30 
Hypertension	11731	CANDESARTAN (GA) TAB 32MG 30 
Anti-Coagulant	11734	XARELTO TAB 15MG 28 
Hypertension	11741	CANDESARTAN HCT (PHARMACOR) TAB 32MG/12.5MG 30 
Hypertension	11775	CANDESARTAN (RBX) TAB 4MG 30 
Hypertension	11779	CANDESARTAN HCTZ (RBX) TAB 16MG/12.5MG 30 
Hypertension	11780	CANDESARTAN HCT (RBX) TAB 32MG/12.5MG 30 
Hypertension	11806	CANDESARTAN (PHARMACOR) TAB 8MG 30 
Heart Failure	11813	METOPROLOL (SANDOZ) TAB 50MG 100 
Heart Failure	11814	METOPROLOL (SANDOZ) TAB 100MG 60 
Hypertension	11820	SEVIKAR HCT TAB 20MG/5MG/12.5MG 30 
Hypertension	11838	CANDESARTAN (AURO) TAB 8MG 30 
Epilepsy	11842	CARBAMAZEPINE (SANDOZ) TAB 200MG, 100 100 
Diabetes	11850	INVOKANA TAB 100MG 30 
Diabetes	11922	NESINA MET TAB 12.5MG/850MG 56 
Diabetes	11937	KOMBIGLYZE XR CR-TAB 5MG/500MG 28 
Osteoporosis	11962	ALENDRONATE PLUS D3-DRLA TAB 70MG/140MCG 4 
Depression	12014	MIRTAZAPINE (APO) TAB 30MG 30 
Depression	12032	VENLAFAXINE (ACTAVIS) SR-CAP 75MG 28 
Depression	12033	VENLAFAXINE (ACTAVIS) SR-CAP 150MG 28 
Lipids	12042	CADIVAST TAB 10MG/10MG 30 
Lipids	12046	CADIVAST TAB 5MG/10MG 30 
Lipids	12049	CADIVAST TAB 5MG/80MG 30 
Hypertension	12050	CANDESARTAN (CHEM-MART) TAB 4MG 30 
Hypertension	12055	CANDESARTAN (TW) TAB 16MG 30 
Hypertension	12056	CANDESARTAN (CHEM-MART) TAB 32MG 30 
Hypertension	12057	CANDESARTAN (TW) TAB 32MG 30 
Hypertension	12059	CANDESARTAN HCTZ (TW) TAB 16MG/12.5MG 30 
Depression	12091	MIRTAZAPINE ODT (SANDOZ) OR-DISTAB 15MG 30 
Hypertension	12146	IRPRESTAN TAB 300MG 30 
Epilepsy	12149	LEVI TAB 500MG 60 
Heart Failure	12156	MINAX XL CR-TAB 23.75MG 15 
Osteoporosis	12193	ALENDRONATE (AN) TAB 70MG 4 
Heart Failure	12200	ATENOLOL (AN) TAB 50MG 30 
Lipids	12201	ATORVASTATIN (AN) TAB 10MG 30 
Lipids	12202	ATORVASTATIN (AN) TAB 20MG 30 
Hypertension	12211	CANDESARTAN (AN) TAB 4MG 30 
Hypertension	12216	CANDESARTAN HCTZ (AN) TAB 32MG/12.5MG 30 
Heart Failure	12221	CARVEDILOL (AN) TAB 25MG 60 
Depression	12239	DULOXETINE (AN) CAP 60MG 28 
Depression	12242	ESCITALOPRAM (AN) TAB 10MG 28 
Hypertension	12267	IRBESARTAN (AN) TAB 300MG 30 
Hypertension	12268	IRBESARTAN HCTZ (AN) TAB 300MG/25MG 30 
Hypertension	12272	IRBESARTAN (GH) TAB 150MG 30 
Diabetes	12342	PIOGLITAZONE (AN) TAB 30MG (AS HCL) 28 
Hypertension	12383	TELTARTAN TAB 40MG 28 
Hypertension	12391	TELMIGEN TAB 80MG 28 
Hypertension	12392	TELMISARTAN (GH) TAB 80MG 28 
Hypertension	12399	TELMISARTAN HCTZ (AN) TAB 40MG/12.5MG 28 
Hypertension	12403	TELMISARTAN HCTZ (TW) TAB 40MG/12.5MG 28 
Hypertension	12406	TELMISARTAN HCTZ (AN) TAB 80MG/12.5MG 28 
Hypertension	12407	TELMIGEN HCT TAB 80MG/12.5MG 28 
Hypertension	12411	TELMISARTAN HCTZ (APO) TAB 80MG/12.5MG 28 
Hypertension	12413	TELMISARTAN HCTZ (AN) TAB 80MG/25MG 28 
Hypertension	12417	TELMISARTAN HCTZ (TW) TAB 80MG/25MG 28 
Hypertension	12439	VALSARTAN (APO) TAB 40MG 28 
Depression	12444	VENLAFAXINE SR (AN) SR-CAP 150MG 28 
Osteoporosis	12446	ALENDRONATE PLUS D3-DRLA TAB 70MG/70MCG 4 
Depression	12452	DULOXETINE (PHARMACOR) CAP 60MG 28 
Epilepsy	12468	LAMOTRIGINE (AN) TAB 100MG 56 
Epilepsy	12469	LAMOTRIGINE (AN) TAB 200MG 56 
Epilepsy	12471	LAMOTRIGINE (AN) TAB 50MG 56 
Lipids	12497	AMLODIPINE/ATORVASTATIN C-MART TAB 5MG/40MG 30 
Lipids	12499	AMLODIPINE/ATORVASTATIN (TW) TAB 5MG/40MG 30 
Lipids	12501	AMLODIPINE/ATORVASTATIN C-MART TAB 5MG/80MG 30 
Lipids	12505	AMLODIPINE/ATORVASTATIN C-MART TAB 10MG/10MG 30 
Lipids	12506	AMLODIPINE/ATORVASTATIN BLOOMS TAB 10MG/10MG 30 
Lipids	12509	AMLODIPINE/ATORVASTATIN (APO) TAB 10MG/10MG 30 
Lipids	12512	AMLODIPINE/ATORVASTATIN (TW) TAB 10MG/20MG 30 
Lipids	12517	AMLODIPINE/ATORVASTATIN (APO) TAB 10MG/40MG 30 
Lipids	12520	AMLODIPINE/ATORVASTATIN BLOOMS TAB 10MG/80MG 30 
Lipids	12524	AMLODIPINE/ATORVASTATIN (APO) TAB 5MG/10MG 30 
Lipids	12527	AMLODIPINE/ATORVASTATIN (TW) TAB 5MG/20MG 30 
Epilepsy	12547	FYCOMPA TAB 6MG 28 
Diabetes	12579	ARDIX GLICLAZIDE MR MR-TAB 60MG 60 
Chronic Obstructive Pulmonary Disease (COPD)	12580	BREO ELLIPTA INHL 200MCG/25MCG 30D 1 
Osteoporosis	12615	EVIFYNE TAB 60MG 28 28
Lipids	12688	ROSUVASTATIN (APO) TAB 10MG 30 BOTTLE
Lipids	12694	ROSUZET COMPOSITE PACK TAB 10MG/20MG 1 
Depression	12705	BRINTELLIX TAB 10MG 28 
Depression	12736	AMITRIPTYLINE (APO) TAB 50MG 50 
Diabetes	12752	METFORMIN XR 1000 (APO) ER-TAB 1G 60 
Lipids	12757	ROSUVASTATIN (BLOOMS) TAB 20MG 30 
Depression	12765	VENLAFAXINE XR (BLOOMS) SR-CAP 150MG 28 
Depression	12766	VENLAFAXINE XR (BLOOMS) SR-CAP 75MG 28 
Osteoporosis	12771	ALENDRONATE D3 TAB 70MG/140MCG 4 
Osteoporosis	12773	ALENDRONATE D3 TAB 70MG/70MCG 4 
Osteoporosis	12776	ALENDRONATE PLUS D-CAL (ACTAV) O-PK 70MG/140MCG/500MG 1 
Depression	12781	AMITRIPTYLINE (TW) TAB 50MG 50 
Depression	12784	AMITRIPTYLINE (CHEM-MART) TAB 25MG 50 
Depression	12785	AMITRIPTYLINE (TW) TAB 25MG 50 
Depression	12796	DESFAX ER-TAB 50MG 28 
Depression	12799	DESVENLAFAXINE (ACTAVIS) ER-TAB 50MG 28 
Hypertension	12846	DILART TAB 320MG 28 
Hypertension	12850	DILART HCT TAB 320MG/12.5MG 28 
Hypertension	12851	DILART HCT TAB 320MG/25MG 28 
Lipids	12868	PRAVASTATIN-AURO TAB 80MG 30 
Depression	12887	DEPRETA CAP 30MG 28 
Urology	12892	FINASTERIDE (AN) TAB 5MG 30 
Osteoporosis	12935	ALENDRONATE PLUS D3 (CHEM-MART TAB 70MG/70MCG 4 
Osteoporosis	12990	ALENDROBELL PLUS D3 TAB 70MG/70MCG 4 
Lipids	12991	ATOZET TAB 10MG/10MG 30 
Lipids	12992	ATOZET TAB 10MG/20MG 30 
Lipids	12993	ATOZET TAB 10MG/40MG 30 
Anti-Coagulant	13001	ELIQUIS TAB 5MG 28 28
Osteoporosis	13100	FIXTA TAB 60MG 28 28
Chronic Obstructive Pulmonary Disease (COPD)	13149	SPIOLTO RESPIMAT INHL 2.5MCG/2.5MCG 60DOSE 1 
Hypertension	13160	ASARTAN HCT TAB 16MG/12.5MG 30 
Hypertension	13161	ASARTAN HCT TAB 32MG/12.5MG 30 
Depression	13236	DULOXETINE (SZ) CAP 60MG 28 
Depression	13290	DESVENLAFAXINE MR (APO) ER-TAB 100MG 28 
Diabetes	13361	ACARBOSE (MYLAN) TAB 50MG 90 
